Blank_PCR,Blood,Menstrual.secretion,Nasal.mucosa,Saliva,Semen.fertile,Semen.sterile,Skin,Skin.penile,Vaginal.mucosa,HBB,ALAS2,CD93,HTN3,STATH,BPIFA1,MUC4,MYOZ1,CYP2B7P1,MMP10,MMP7,MMP11,SEMG1,KLK3,PRM1,RPS4Y1,XIST,ACTB,18S-rRNA,replicate_value
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6204.0,8998.0,2197.0,8512.0,8443.0,0.0,7692.0,0.0,0.0,0.0,0.0,0.0,3726.0,908.0,7484.0,7674.0,522.0,7354.0,7442.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7778.0,2441.0,543.0,1115.0,219.0,0.0,0.0,0.0,0.0,9314.0,2663.0,0.0,6555.0,2878.0,4814.0,6936.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9277.0,2174.0,0.0,6761.0,0.0,2797.0,7040.0,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6178.0,1835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0,3922.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5403.0,2724.0,788.0,0.0,0.0,0.0,2736.0,5464.0,6208.0,0.0,1387.0,0.0,5937.0,4664.0,0.0,5767.0,6561.0,6943.0,7294.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5929.0,9046.0,521.0,8888.0,8403.0,0.0,8966.0,3929.0,9457.0,0.0,0.0,0.0,0.0,665.0,0.0,5794.0,6117.0,6853.0,7519.0,4.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5967.0,5556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,392.0,0.0,2907.0,0.0,1347.0,7279.0,4.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6419.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8986.0,161.0,8094.0,7331.0,766.0,1372.0,7424.0,4.0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5251.0,8980.0,1098.0,4203.0,2668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5937.0,4664.0,1648.0,6683.0,6896.0,7191.0,7294.0,4.0
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7563.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,1024.0,8496.0,6913.0,5309.0,1262.0,6581.0,4.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7041.0,216.0,3617.0,2314.0,1221.0,0.0,8838.0,3483.0,2721.0,0.0,1034.0,0.0,8139.0,5527.0,506.0,5716.0,6902.0,4543.0,7653.0,4.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7826.0,0.0,1497.0,0.0,0.0,0.0,8586.0,9331.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0,3731.0,7006.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5960.0,8886.0,4608.0,0.0,2615.0,7338.0,3509.0,267.0,0.0,0.0,0.0,0.0,869.0,392.0,0.0,5846.0,0.0,6302.0,6331.0,4.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4801.0,8896.0,906.0,8582.0,7877.0,6323.0,8416.0,645.0,229.0,0.0,0.0,0.0,208.0,0.0,0.0,7192.0,3835.0,7305.0,7021.0,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,0.0,2384.0,0.0,0.0,0.0,0.0,0.0,2897.0,507.0,6853.0,7917.0,0.0,1300.0,4479.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134.0,1782.0,6851.0,4192.0,0.0,527.0,3643.0,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5437.0,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,943.0,4313.0,2.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6657.0,234.0,756.0,786.0,2818.0,2852.0,2420.0,0.0,0.0,0.0,1458.0,1368.0,6085.0,2088.0,0.0,7201.0,6325.0,3014.0,7068.0,6.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4727.0,1937.0,3329.0,4.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5929.0,9046.0,581.0,3472.0,5149.0,0.0,8467.0,2474.0,7428.0,0.0,0.0,0.0,747.0,1474.0,6692.0,7065.0,6653.0,7148.0,7519.0,4.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7720.0,7950.0,0.0,8467.0,2768.0,237.0,0.0,0.0,0.0,9314.0,2663.0,5653.0,6748.0,5686.0,5128.0,6936.0,4.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6636.0,6391.0,4888.0,0.0,8541.0,1134.0,8758.0,7557.0,567.0,0.0,3509.0,431.0,869.0,651.0,7004.0,7556.0,5250.0,6900.0,7259.0,4.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7496.0,1309.0,487.0,0.0,0.0,0.0,8929.0,7739.0,160.0,0.0,0.0,0.0,384.0,0.0,0.0,3220.0,6304.0,7360.0,7479.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5967.0,5556.0,908.0,0.0,8374.0,7425.0,8904.0,4665.0,2447.0,0.0,0.0,0.0,564.0,0.0,0.0,7194.0,6053.0,3704.0,7389.0,4.0
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8113.0,0.0,0.0,5996.0,7981.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,208.0,0.0,0.0,0.0,1947.0,1517.0,7351.0,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6158.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128.0,7162.0,7091.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6889.0,499.0,557.0,0.0,7982.0,1320.0,5635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,6936.0,4890.0,7660.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6676.0,5079.0,2955.0,0.0,8416.0,0.0,8514.0,7000.0,469.0,465.0,1244.0,248.0,0.0,0.0,0.0,2398.0,7000.0,7000.0,7424.0,3.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5964.0,7969.0,2039.0,384.0,2923.0,0.0,7930.0,9195.0,211.0,2185.0,7442.0,4126.0,0.0,0.0,1082.0,1054.0,6604.0,7356.0,6710.0,3.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6188.0,8833.0,2661.0,0.0,0.0,0.0,913.0,0.0,3800.0,199.0,0.0,516.0,0.0,665.0,692.0,6698.0,3348.0,7623.0,7637.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7778.0,667.0,0.0,7015.0,0.0,544.0,4861.0,2.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1229.0,0.0,0.0,0.0,2665.0,3824.0,1522.0,0.0,0.0,0.0,0.0,308.0,8345.0,787.0,0.0,7425.0,1036.0,944.0,7295.0,4.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6872.0,954.0,320.0,349.0,532.0,543.0,8654.0,6107.0,2310.0,1389.0,1041.0,5023.0,858.0,826.0,3522.0,2440.0,5725.0,6472.0,6916.0,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.0,8756.0,1913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6756.0,7086.0,6996.0,3.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,476.0,0.0,923.0,578.0,8699.0,327.0,8244.0,1604.0,9403.0,0.0,0.0,0.0,4232.0,385.0,8660.0,3459.0,6740.0,7146.0,7050.0,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,8153.0,0.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,5794.0,3543.0,5203.0,2026.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8464.0,793.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5128.0,5995.0,7193.0,3.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4380.0,5279.0,0.0,7632.0,3530.0,0.0,0.0,0.0,359.0,8139.0,5527.0,506.0,5716.0,6684.0,2906.0,7653.0,4.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3409.0,8855.0,2782.0,9022.0,8730.0,944.0,2381.0,4665.0,2447.0,0.0,0.0,0.0,9309.0,4314.0,0.0,6587.0,6053.0,7300.0,7475.0,4.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7096.0,1049.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8849.0,3730.0,8103.0,6520.0,6638.0,6369.0,6094.0,4.0
